82918010321	34630	27394	22394	16
82918010321	34664	27395	22346	20
82918010321	34690	27396	22306	23
82918010321	34694	27397	22270	27
82918010321	34693	27398	22202	30
82918010321	34693	27398	22158	33
82918010321	34686	27399	22118	37
82918010321	34679	27400	22102	40
82918010321	34671	27400	22074	44
82918010321	34671	27401	22034	47
82918010321	34680	27401	21994	51
82918010321	34684	27402	21978	54
82918010321	34678	27402	21962	58
82918010321	34675	27402	21938	61
82918010321	34671	27403	21914	64
82918010321	34671	27403	21898	68
82918010321	34663	27403	21890	71
82918010321	34659	27404	21902	75
82918010321	34656	27404	21914	78
82918010321	34657	27405	21926	82
82918010321	34657	27406	21910	85
82918010321	34655	27406	21890	88
82918010321	34652	27407	21890	92
82918010321	34658	27407	21946	95
82918010321	34677	27408	22350	99
82918010321	34669	27409	22566	102
82918010321	34661	27410	22542	106
82918010321	34658	27410	22446	109
82918010321	34652	27410	22354	113
82918010321	34646	27410	22250	116
82918010321	34642	27410	22146	119
82918010321	34637	27410	22066	123
82918010321	34636	27410	22026	126
82918010321	34635	27410	22010	130
82918010321	34633	27410	22022	133
82918010321	34628	27410	22042	137
82918010321	34627	27410	22062	142
82918010321	34624	27410	22066	146
82918010321	34620	27410	22010	150
82918010321	34617	27410	21946	155
82918010321	34613	27410	21894	159
82918010321	34608	27410	21862	163
82918010321	34602	27409	21818	167
82918010321	34599	27409	21782	172
82918010321	34595	27408	21762	176
82918010321	34590	27407	21738	180
82918010321	34586	27406	21726	184
82918010321	34580	27405	21722	189
82918010321	34575	27404	21710	193
82918010321	34571	27403	21718	197
82918010321	34568	27402	21722	201
82918010321	34563	27400	21734	206
82918010321	34561	27399	21738	210
82918010321	34559	27398	21726	214
82918010321	34558	27397	21726	218
82918010321	34555	27397	21722	223
82918010321	34553	27396	21710	227
82918010321	34549	27395	21714	231
82918010321	34547	27395	21702	235
82918010321	34544	27394	21686	240
82918010321	34541	27393	21674	244
82918010321	34538	27393	21678	248
82918010321	34535	27392	21678	252
82918010321	34535	27392	21690	257
82918010321	34534	27391	21710	261
