26.58		98259.09		258.40		3
26.62		98258.75		258.43		4
26.63		98258.45		258.45		5
26.64		98257.91		258.50		6
26.65		98259.11		258.40		7
26.65		98261.82		258.16		8
26.65		98258.16		258.48		9
26.65		98259.52		258.36		10
26.65		98259.52		258.36		11
26.65		98258.16		258.82		12
26.65		98255.85		258.41		13
26.65		98258.16		258.48		14
26.65		98258.56		258.44		15
26.65		98255.85		258.67		16
26.65		98257.61		258.52		17
26.66		98258.41		258.45		18
26.66		98259.77		258.34		19
26.66		98258.41		258.45		20
26.66		98255.70		258.69		21
26.66		98260.17		258.30		22
26.67		98254.20		258.81		23
26.66		98257.06		258.57		24
26.66		98254.34		258.80		25
26.66		98259.77		258.34		26
26.66		98255.70		258.69		27
26.66		98258.41		258.45		28
26.66		98254.75		258.77		29
26.66		98260.17		258.30		30
26.66		98261.52		258.19		31
26.66		98262.88		258.08		32
26.66		98255.70		258.69		33
26.66		98264.23		257.96		34
26.66		98260.17		258.30		35
26.66		98259.77		258.34		36
26.66		98257.06		258.57		37
26.66		98254.75		258.77		38
26.66		98262.48		258.11		39
26.66		98257.46		258.54		40
26.66		98261.13		258.22		41
26.66		98256.11		258.65		42
26.67		98258.27		258.47		43
26.66		98259.77		258.34		44
26.66		98256.11		258.65		45
26.66		98260.17		258.30		46
26.66		98261.52		258.19		47
26.66		98258.81		258.42		48
26.66		98261.92		258.16		49
26.66		98254.75		258.77		50
26.66		98259.22		258.39		51
26.66		98256.51		258.62		52
26.66		98253.40		258.88		53
26.66		98260.17		258.30		54
26.66		98261.52		258.19		55
26.66		98259.77		258.34		56
26.66		98261.13		258.22		57
26.66		98260.17		258.30		58
26.66		98259.77		258.34		59
26.66		98255.70		258.69		60
26.66		98259.36		258.38		61
26.66		98257.06		258.57		62
26.66		98256.11		258.65		63
26.66		98258.41		258.45		64
26.66		98261.52		258.19		65
26.66		98264.23		257.96		66
26.66		98254.34		258.80		67
26.66		98257.46		258.54		68
26.66		98254.34		258.80		69
26.66		98257.06		258.57		70
26.66		98255.30		258.72		71
26.66		98259.77		258.34		72
26.65		98261.67		258.18		73
26.65		98262.63		258.10		74
26.65		98257.61		258.52		75
26.65		98257.61		258.52		76
26.66		98258.01		258.49		77
26.65		98255.85		258.67		78
26.65		98249.48		259.22		79
26.65		98252.19		258.99		80
26.65		98252.19		258.99		81
26.65		98254.90		258.76		82
26.66		98252.59		258.95		83
26.65		98257.61		258.52		84
26.65		98254.90		258.76		85
26.65		98252.19		258.99		86
26.65		98254.50		258.79		87
26.66		98257.06		258.57		88
26.66		98256.66		258.61		89
26.66		98256.66		258.61		90
26.65		98258.97		258.41		91
26.66		98251.23		259.07		92
26.66		98256.66		258.61		93
26.66		98255.30		258.72		94
26.65		98253.55		258.87		95
26.66		98257.06		258.61		96
26.66		98256.66		258.61		97
26.66		98255.30		258.49		98
26.66		98257.06		258.57		99
26.65		98250.84		259.10		100
26.65		98253.55		258.87		101
26.66		98253.00		258.92		102
26.66		98258.01		258.49		103
26.65		98254.09		258.82		104
26.65		98258.56		258.44		105
26.65		98256.25		258.64		106
26.65		98254.90		258.76		107
26.65		98258.97		258.41		108
26.66		98258.41		258.45		109
26.66		98253.95		258.84		110
26.66		98253.95		258.84		111
26.65		98257.61		258.52		112
26.66		98258.41		258.45		113
26.66		98259.77		258.34		114
