27.94		98628.08		226.96		3
27.94		98632.47		226.58		4
27.94		98628.95		226.88		5
27.94		98631.13		226.70		6
27.94		98626.49		227.09		7
27.94		98628.73		226.90		8
27.94		98629.17		226.86		9
27.95		98635.30		226.34		10
27.95		98634.86		226.38		11
27.95		98630.59		226.74		12
27.95		98629.98		226.79		13
27.95		98631.40		226.67		14
27.94		98627.30		227.02		15
27.94		98630.15		226.78		16
27.95		98631.01		226.71		17
27.95		98628.86		226.89		18
27.94		98629.86		226.81		19
27.95		98631.42		226.67		20
27.94		98628.49		226.92		21
27.95		98625.07		227.21		22
27.94		98629.59		226.83		23
27.94		98629.25		226.86		24
27.94		98627.27		227.02		25
27.94		98627.71		226.99		26
27.93		98633.50		226.49		27
27.93		98633.35		226.51		28
27.94		98630.66		226.74		29
27.93		98637.13		226.19		30
27.93		98632.79		226.56		31
27.94		98633.23		226.52		32
27.94		98631.62		226.66		33
27.93		98633.35		226.51		34
27.93		98634.77		226.39		35
27.94		98629.73		226.82		36
27.94		98631.81		226.64		37
27.94		98635.01		226.37		38
27.94		98624.48		227.26		39
27.94		98634.30		226.43		40
27.94		98626.71		227.07		41
27.94		98634.52		226.41		42
27.95		98632.38		226.59		43
27.94		98628.25		226.94		44
27.94		98628.71		226.90		45
27.94		98627.83		226.98		46
27.94		98630.42		226.76		47
27.94		98631.71		226.65		48
27.94		98630.34		226.76		49
27.93		98628.34		226.93		50
27.94		98630.64		226.74		51
27.93		98632.77		226.56		52
27.93		98632.33		226.59		53
27.93		98628.73		226.90		54
27.93		98632.59		226.57		55
27.93		98626.86		227.06		56
27.93		98631.13		226.70		57
27.93		98629.13		226.87		58
27.94		98625.61		227.17		59
27.93		98624.52		227.26		60
27.94		98634.59		226.40		61
27.94		98629.32		226.85		62
27.93		98635.74		226.30		63
27.93		98629.86		226.81		64
27.92		98629.73		226.82		65
27.93		98627.83		226.98		66
27.93		98631.73		226.65		67
27.93		98630.86		226.72		68
27.93		98632.86		226.55		69
27.93		98632.62		226.57		70
27.93		98629.39		226.85		71
27.92		98635.81		226.30		72
27.93		98637.02		226.20		73
27.93		98630.30		226.77		74
27.92		98630.73		226.73		75
27.92		98627.78		226.98		76
27.93		98634.70		226.39		77
27.93		98630.88		226.72		78
27.93		98632.33		226.59		79
27.93		98633.52		226.49		80
27.92		98630.20		226.78		81
27.93		98629.23		226.86		82
27.92		98631.03		226.71		83
27.93		98629.84		226.81		84
27.93		98627.56		227.00		85
27.93		98627.27		227.02		86
27.93		98628.66		226.91		87
27.93		98630.32		226.77		88
27.93		98631.34		226.68		89
27.93		98633.47		226.50		90
27.93		98633.23		226.52		91
27.93		98624.37		227.27		92
27.93		98628.47		226.92		93
27.93		98629.17		226.86		94
27.93		98624.76		227.24		95
27.94		98637.50		226.16		96
27.94		98630.10		226.78		97
27.94		98635.87		226.29		98
27.94		98628.13		226.95		99
27.94		98616.92		227.91		100
27.94		98632.86		226.55		101
27.93		98630.32		226.77		102
27.94		98633.96		226.46		103
27.93		98632.94		226.54		104
27.93		98625.00		227.22		105
27.93		98628.78		226.90		106
27.94		98635.77		226.30		107
27.93		98629.03		226.88		108
27.93		98631.86		226.63		109
27.93		98631.98		226.62		110
27.93		98629.59		226.83		111
27.93		98632.81		226.55		112
27.92		98634.28		226.43		113
27.93		98629.64		226.82		114
27.92		98628.45		226.93		115
27.93		98633.81		226.47		116
27.93		98634.81		226.38		117
27.93		98630.23		226.77		118
27.93		98631.88		226.63		119
27.93		98629.49		226.84		120
27.94		98624.59		227.25		121
27.94		98624.54		227.26		122
27.94		98629.47		226.84		123
27.94		98634.74		226.39		124
27.94		98633.35		226.51		125
27.94		98630.77		226.73		126
27.94		98633.89		226.46		127
27.94		98626.73		227.07		128
27.94		98625.48		227.18		129
27.93		98629.17		226.86		130
27.94		98626.78		227.07		131
27.94		98634.77		226.39		132
27.94		98629.78		226.81		133
27.93		98627.76		226.98		134
27.94		98633.45		226.50		135
27.94		98633.86		226.46		136
27.93		98628.98		226.88		137
27.93		98628.49		226.92		138
27.93		98636.70		226.22		139
27.93		98632.74		226.56		140
27.93		98629.42		226.84		141
27.93		98626.59		227.08		142
27.93		98624.07		227.30		143
27.93		98634.94		226.37		144
27.93		98631.81		226.64		145
27.93		98627.98		226.96		146
27.93		98627.02		227.05		147
27.93		98629.98		226.79		148
27.93		98627.56		227.00		149
27.93		98632.45		226.58		150
27.93		98635.70		226.31		151
27.93		98631.18		226.69		152
27.93		98625.24		227.20		153
27.93		98631.88		226.63		154
27.93		98623.37		227.36		155
27.92		98626.86		227.06		156
27.93		98627.37		227.02		157
27.93		98630.15		226.78		158
27.93		98628.34		226.93		159
27.93		98634.42		226.42		160
27.92		98630.25		226.77		161
27.93		98630.62		226.74		162
27.93		98633.84		226.47		163
27.93		98633.66		226.48		164
27.93		98627.56		227.00		165
27.93		98639.87		225.95		166
27.93		98635.28		226.34		167
27.93		98632.42		226.59		168
27.92		98635.57		226.32		169
27.93		98629.45		226.84		170
27.93		98632.01		226.62		171
27.93		98634.62		226.40		172
27.92		98634.11		226.44		173
27.93		98635.25		226.35		174
27.93		98631.27		226.68		175
27.93		98635.45		226.33		176
27.93		98641.04		225.85		177
27.93		98621.80		227.49		178
27.93		98624.27		227.28		179
27.93		98622.31		227.45		180
27.93		98624.85		227.23		181
27.93		98632.23		226.60		182
27.94		98633.66		226.48		183
27.94		98624.22		227.28		184
27.94		98632.40		226.59		185
27.94		98636.48		226.24		186
27.94		98632.27		226.60		187
27.94		98633.98		226.45		188
27.94		98632.84		226.55		189
27.94		98631.27		226.68		190
27.94		98633.81		226.47		191
27.94		98629.37		226.85		192
27.94		98635.35		226.34		193
27.93		98636.16		226.27		194
27.93		98618.66		227.76		195
27.94		98630.86		226.72		196
27.94		98616.23		227.96		197
27.94		98616.02		227.98		198
27.93		98615.70		228.01		199
27.93		98625.66		227.16		200
27.94		98632.16		226.61		201
27.94		98630.38		226.76		202
27.94		98637.87		226.12		203
27.94		98637.74		226.13		204
27.94		98636.20		226.26		205
27.93		98630.81		226.72		206
27.94		98630.59		226.74		207
27.94		98631.20		226.69		208
27.94		98628.47		226.92		209
27.94		98638.35		226.08		210
27.94		98634.79		226.39		211
27.94		98634.18		226.44		212
27.94		98633.33		226.51		213
27.94		98640.77		225.88		214
27.94		98635.87		226.29		215
27.94		98637.52		226.15		216
27.94		98633.62		226.48		217
27.94		98633.42		226.50		218
27.94		98630.30		226.77		219
27.95		98625.85		227.15		220
27.95		98632.01		226.62		221
27.95		98628.49		226.92		222
27.94		98623.02		227.39		223
27.94		98627.13		227.04		224
27.94		98628.49		226.92		225
27.94		98635.09		226.36		226
27.94		98635.01		226.37		227
27.94		98627.27		227.02		228
27.94		98612.13		228.31		229
27.94		98633.72		226.48		230
27.94		98632.52		226.58		231
27.94		98633.27		226.51		232
27.94		98625.17		227.20		233
27.94		98623.22		227.37		234
27.94		98626.54		227.09		235
27.94		98631.86		226.63		236
27.94		98624.24		227.28		237
27.94		98625.91		227.14		238
27.94		98627.88		226.97		239
27.94		98630.42		226.76		240
27.95		98627.80		226.98		241
27.94		98630.27		226.77		242
27.95		98629.34		226.85		243
27.94		98627.30		227.02		244
27.95		98626.61		227.08		245
27.95		98623.63		227.33		246
27.95		98633.79		226.47		247
27.95		98626.05		227.13		248
27.95		98627.22		227.03		249
27.95		98633.89		226.46		250
27.95		98627.02		227.05		251
27.95		98633.27		226.51		252
27.95		98629.03		226.88		253
27.95		98629.32		226.85		254
27.95		98627.83		226.98		255
27.95		98631.32		226.68		256
27.95		98628.86		226.89		257
27.95		98626.17		227.12		258
27.95		98630.23		226.77		259
27.95		98627.69		226.99		260
27.96		98630.56		226.75		261
27.95		98629.54		226.83		262
27.95		98630.56		226.75		263
27.95		98634.79		226.39		264
27.96		98625.78		227.15		265
27.96		98629.03		226.88		266
27.95		98626.59		227.08		267
27.95		98630.01		226.79		268
27.95		98630.86		226.72		269
27.95		98630.64		226.74		270
27.96		98630.54		226.75		271
27.96		98624.85		227.23		272
27.95		98634.67		226.40		273
27.96		98623.17		227.37		274
27.96		98631.20		226.69		275
27.96		98631.79		226.64		276
27.96		98627.61		227.00		277
27.95		98622.46		227.43		278
27.96		98634.11		226.44		279
27.95		98626.17		227.12		280
27.95		98625.00		227.22		281
27.95		98628.64		226.91		282
27.95		98625.76		227.15		283
27.95		98632.88		226.55		284
27.95		98626.39		227.10		285
27.95		98635.45		226.33		286
27.95		98628.32		226.94		287
27.95		98625.54		227.17		288
27.95		98624.88		227.23		289
27.95		98623.61		227.34		290
27.95		98632.33		226.59		291
27.95		98624.13		227.29		292
27.95		98629.20		226.86		293
27.95		98625.30		227.19		294
27.95		98630.47		226.75		295
27.96		98627.17		227.03		296
27.95		98631.05		226.70		297
27.96		98630.40		226.76		298
27.96		98634.30		226.43		299
27.96		98629.78		226.81		300
27.96		98631.66		226.65		301
27.96		98630.52		226.75		302
27.96		98625.15		227.21		303
27.96		98631.40		226.67		304
27.96		98629.73		226.82		305
27.96		98631.20		226.69		306
27.96		98634.13		226.44		307
27.95		98626.61		227.08		308
27.96		98632.57		226.57		309
27.95		98626.17		227.12		310
27.96		98635.33		226.34		311
27.95		98623.34		227.36		312
27.95		98628.84		226.89		313
27.95		98627.71		226.99		314
27.95		98628.95		226.88		315
27.95		98628.03		226.96		316
27.96		98628.76		226.90		317
27.96		98628.52		226.92		318
27.96		98625.83		227.15		319
27.96		98633.08		226.53		320
27.95		98631.96		226.63		321
27.96		98631.01		226.71		322
27.96		98630.64		226.74		323
27.96		98629.10		226.87		324
27.96		98627.13		227.04		325
27.96		98629.05		226.87		326
