061318011028	31821	24524	21150	16
082918010321	65520	24354	21354	16
102617010931	65520	24386	20186	18
061318011028	32002	24496	20914	19
082918010321	65520	24347	21218	20
102617010931	65520	24380	20082	22
061318011028	32115	24484	20722	23
082918010321	65520	24342	21102	23
102617010931	65520	24376	19986	26
061318011028	32183	24468	20566	26
082918010321	65520	24338	20990	26
102617010931	65520	24370	19910	29
061318011028	32231	24456	20418	30
082918010321	65520	24333	20910	30
102617010931	65520	24366	19842	33
061318011028	32281	24452	20310	33
082918010321	65520	24329	20826	33
102617010931	65520	24361	19770	36
061318011028	32288	24452	20198	37
082918010321	65520	24326	20742	37
102617010931	65520	24357	19718	40
061318011028	32330	24444	20114	40
082918010321	65520	24322	20690	40
102617010931	65520	24354	19686	44
061318011028	32364	24428	20054	44
082918010321	65520	24320	20650	44
102617010931	65520	24351	19650	47
061318011028	32369	24432	20010	48
082918010321	65520	24317	20610	47
102617010931	65520	24349	19626	51
061318011028	32381	24428	19958	51
082918010321	65520	24315	20574	50
102617010931	65520	24347	19598	54
061318011028	32401	24420	19914	55
082918010321	65520	24314	20542	54
102617010931	65520	24345	19562	58
061318011028	32412	24428	19874	58
082918010321	65520	24313	20510	57
102617010931	65520	24344	19546	62
061318011028	32416	24420	19842	62
082918010321	65520	24312	20478	61
102617010931	65520	24343	19514	65
061318011028	32436	24412	19802	65
082918010321	65520	24311	20446	64
102617010931	65520	24342	19482	69
061318011028	32439	24416	19766	69
082918010321	65520	24310	20406	68
102617010931	65520	24340	19462	73
061318011028	32464	24408	19734	72
082918010321	65520	24309	20378	71
102617010931	64998	24339	19438	76
061318011028	32460	24416	19694	76
082918010321	65520	24308	20346	74
102617010931	63390	24338	19410	80
061318011028	32468	24412	19674	80
082918010321	65520	24307	20322	78
102617010931	61577	24337	19398	83
061318011028	32468	24404	19646	83
082918010321	65520	24307	20306	81
102617010931	59798	24337	19382	87
061318011028	32490	24416	19630	87
082918010321	65520	24307	20294	85
102617010931	58111	24336	19358	91
061318011028	32494	24412	19614	90
082918010321	65520	24306	20262	88
102617010931	56527	24336	19334	94
061318011028	32506	24420	19602	94
082918010321	65520	24306	20250	91
102617010931	55046	24335	19318	98
061318011028	32512	24420	19710	97
082918010321	65520	24307	20330	95
102617010931	53659	24336	19398	101
061318011028	32510	24452	19874	101
082918010321	65520	24308	20366	98
102617010931	52360	24336	19426	105
061318011028	32510	24468	19946	104
082918010321	65520	24309	20390	102
102617010931	51142	24338	19430	109
061318011028	32513	24472	19950	108
082918010321	65520	24311	20366	105
102617010931	50000	24339	19414	112
061318011028	32530	24472	19914	112
082918010321	65520	24313	20334	109
102617010931	48925	24340	19374	116
061318011028	32514	24472	19854	115
082918010321	65520	24314	20306	112
102617010931	47912	24342	19338	119
061318011028	32530	24472	19794	119
082918010321	65520	24316	20254	115
102617010931	46957	24343	19306	123
061318011028	32534	24456	19742	122
082918010321	65520	24317	20214	119
102617010931	46054	24343	19282	127
061318011028	32525	24464	19678	127
082918010321	65520	24318	20174	123
102617010931	44993	24344	19246	131
061318011028	32537	24452	19630	131
082918010321	65520	24319	20134	127
102617010931	44000	24345	19222	136
061318011028	32562	24444	19582	135
082918010321	65520	24320	20098	132
102617010931	43070	24345	19198	140
061318011028	32550	24444	19538	140
082918010321	65520	24321	20066	136
102617010931	42197	24345	19178	145
