61318011028	32652	27384	22202	16
61318011028	32671	27392	22122	19
61318011028	32677	27384	22058	23
61318011028	32656	27384	21986	26
61318011028	32664	27368	21898	30
61318011028	32655	27376	21846	33
61318011028	32675	27384	21814	37
61318011028	32664	27384	21782	41
61318011028	32673	27392	21754	44
61318011028	32669	27392	21718	48
61318011028	32646	27384	21678	51
61318011028	32668	27392	21646	55
61318011028	32648	27400	21622	58
61318011028	32670	27384	21598	62
61318011028	32667	27384	21570	66
61318011028	32661	27388	21558	69
61318011028	32675	27392	21570	73
61318011028	32678	27396	21558	76
61318011028	32663	27404	21566	80
61318011028	32664	27408	21554	83
61318011028	32661	27408	21534	87
61318011028	32674	27400	21518	91
61318011028	32671	27400	21510	94
61318011028	32671	27404	21514	98
61318011028	32645	27412	21794	101
61318011028	32657	27408	22014	105
61318011028	32670	27408	22026	108
61318011028	32683	27400	21966	112
61318011028	32677	27396	21902	116
61318011028	32671	27376	21826	119
61318011028	32667	27380	21738	123
61318011028	32665	27364	21674	126
61318011028	32685	27368	21618	130
61318011028	32674	27364	21606	133
61318011028	32663	27384	21618	137
61318011028	32676	27384	21670	141
61318011028	32655	27388	21690	146
61318011028	32673	27392	21694	150
61318011028	32667	27380	21658	155
61318011028	32674	27372	21602	159
61318011028	32670	27364	21566	163
61318011028	32661	27360	21534	168
61318011028	32666	27364	21498	172
61318011028	32675	27356	21474	177
61318011028	32667	27340	21454	181
61318011028	32664	27328	21430	186
61318011028	32672	27324	21426	190
61318011028	32675	27316	21422	194
61318011028	32670	27312	21430	199
61318011028	32677	27304	21442	203
61318011028	32673	27300	21446	208
61318011028	32662	27312	21458	212
61318011028	32670	27308	21446	217
61318011028	32675	27308	21446	221
61318011028	32659	27324	21454	225
61318011028	32671	27324	21442	230
61318011028	32666	27328	21438	234
61318011028	32658	27324	21434	239
61318011028	32670	27328	21426	243
61318011028	32675	27324	21410	247
61318011028	32656	27320	21394	252
61318011028	32665	27300	21394	256
61318011028	32675	27308	21402	261
61318011028	32665	27312	21418	265
61318011028	32666	27320	21438	270
