102617010931	14278	27410	21510	18
102617010931	14276	27410	21482	22
102617010931	14270	27410	21458	26
102617010931	14265	27409	21430	29
102617010931	14260	27408	21382	33
102617010931	14258	27408	21346	37
102617010931	14255	27408	21326	40
102617010931	14253	27408	21314	44
102617010931	14251	27408	21298	47
102617010931	14249	27409	21270	51
102617010931	14248	27409	21230	55
102617010931	14247	27409	21214	58
102617010931	14245	27409	21202	62
102617010931	14244	27410	21182	66
102617010931	14243	27411	21166	69
102617010931	14241	27412	21134	73
102617010931	14240	27412	21138	76
102617010931	14238	27413	21170	80
102617010931	14236	27413	21178	84
102617010931	14235	27414	21194	87
102617010931	14234	27414	21170	91
102617010931	14232	27415	21158	95
102617010931	14231	27416	21154	98
102617010931	14230	27416	21346	102
102617010931	14229	27417	21754	105
102617010931	14229	27418	21902	109
102617010931	14228	27419	21846	113
102617010931	14226	27420	21734	116
102617010931	14226	27420	21618	120
102617010931	14224	27420	21502	124
102617010931	14223	27420	21406	127
102617010931	14222	27420	21326	131
102617010931	14221	27420	21306	134
102617010931	14220	27420	21302	138
102617010931	14219	27420	21310	142
102617010931	14218	27420	21322	146
102617010931	14217	27420	21330	151
102617010931	14215	27420	21306	155
102617010931	14213	27420	21242	160
102617010931	14212	27420	21182	164
102617010931	14211	27419	21142	169
102617010931	14209	27419	21110	173
102617010931	14208	27419	21062	178
102617010931	14206	27419	21022	182
102617010931	14205	27418	20998	187
102617010931	14204	27417	20978	191
102617010931	14202	27416	20950	196
102617010931	14201	27416	20958	200
102617010931	14200	27415	20950	205
102617010931	14198	27413	20946	209
102617010931	14197	27412	20954	214
102617010931	14196	27411	20954	218
102617010931	14195	27410	20942	223
102617010931	14194	27410	20942	227
102617010931	14192	27409	20926	231
102617010931	14191	27408	20922	236
102617010931	14190	27408	20918	240
102617010931	14189	27407	20918	245
102617010931	14188	27407	20914	249
102617010931	14186	27406	20902	254
102617010931	14185	27406	20890	258
102617010931	14184	27405	20894	263
102617010931	14183	27405	20882	267
102617010931	14182	27405	20914	272
102617010931	14181	27404	20938	276
